idsbr,Query,Actual Place Name,Category,Rating,Address,Phone Number,Website,Latitude,Longitude,Status,Open Status,Operation Hours,Place,Validasi
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Ihtiar Jaya,Toko Mebel,"4,4",· Jl. Kertajaya No.45A,0813-3291-7227,Gagal,-7.277467,112.7522094,Tutup,· Tutup pukul 20.00,Buka · Tutup pukul 20.00 · Buka · Tutup pukul 20.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Industri interior,Toko Sofa,"5,0","· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21",0851-0077-0240,Gagal,-7.2540305,112.6552797,Aktif,Segera tutup,"· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21 · Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21","INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Industri interior,Toko Sofa,"5,0","· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21",0851-0077-0240,Gagal,-7.2540305,112.6552797,Aktif,Segera tutup,"· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21 · Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21","INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Industri interior,Toko Sofa,"5,0","· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21",0851-0077-0240,Gagal,-7.2540305,112.6552797,Aktif,Segera tutup,"· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21 · Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21","INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Industri interior,Toko Sofa,"5,0","· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21",0851-0077-0240,Gagal,-7.2540305,112.6552797,Aktif,Segera tutup,"· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21 · Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21","INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Industri interior,Toko Sofa,"5,0","· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21",0851-0077-0240,Gagal,-7.2540305,112.6552797,Aktif,Segera tutup,"· Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21 · Jalan Banjarsugihan Gang 4B No.14 Banjar Sugihan Gg 4b no 14 Kecamatan Tandes Banjarsugihan Gg4b no 14, Jl. Banjarsugihan Gg. 4B No.21","INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",activ furniture,Toko Mebel,"4,1",· Jl. Raya Legundi No.99,(031) 8983900,Gagal,-7.3822751,112.5748883,Tutup,· Tutup pukul 17.30,Buka · Tutup pukul 17.30 · Buka · Tutup pukul 17.30,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Urbino Furnitures,Toko Perlengkapan Rumah,"4,7","· PAKUWON MALL - HOMEPRO LG07, Jl. Mayjend. Jonosewojo No.2",0813-3298-2270,Gagal,-7.2892743,112.6742038,Tutup,· Tutup pukul 22.00,Buka · Tutup pukul 22.00 · Buka · Tutup pukul 22.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Urbino Furnitures,Toko Perlengkapan Rumah,"4,7","· PAKUWON MALL - HOMEPRO LG07, Jl. Mayjend. Jonosewojo No.2",0813-3298-2270,Gagal,-7.2892743,112.6742038,Tutup,· Tutup pukul 22.00,Buka · Tutup pukul 22.00 · Buka · Tutup pukul 22.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Urbino Furnitures,Toko Perlengkapan Rumah,"4,7","· PAKUWON MALL - HOMEPRO LG07, Jl. Mayjend. Jonosewojo No.2",0813-3298-2270,Gagal,-7.2892743,112.6742038,Tutup,· Tutup pukul 22.00,Buka · Tutup pukul 22.00 · Buka · Tutup pukul 22.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Urbino Furnitures,Toko Perlengkapan Rumah,"4,7","· PAKUWON MALL - HOMEPRO LG07, Jl. Mayjend. Jonosewojo No.2",0813-3298-2270,Gagal,-7.2892743,112.6742038,Tutup,· Tutup pukul 22.00,Buka · Tutup pukul 22.00 · Buka · Tutup pukul 22.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",PT Almi Furniture Outlet 2,Pabrikan mebel,"5,0",· Jl. Palagan Tentara Pelajar No.KM 12.6,0821-3672-9379,Gagal,-7.6919597,110.3882954,Aktif,Segera tutup,Segera tutup · 16.00 · Buka Kam pukul 08.00 · Segera tutup · 16.00 · Buka Kam pukul 08.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",PT Almi Furniture Outlet 2,Pabrikan mebel,"5,0",· Jl. Palagan Tentara Pelajar No.KM 12.6,0821-3672-9379,Gagal,-7.6919597,110.3882954,Aktif,Segera tutup,Segera tutup · 16.00 · Buka Kam pukul 08.00 · Segera tutup · 16.00 · Buka Kam pukul 08.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",PT Almi Furniture Outlet 2,Pabrikan mebel,"5,0",· Jl. Palagan Tentara Pelajar No.KM 12.6,0821-3672-9379,Gagal,-7.6919597,110.3882954,Aktif,Segera tutup,Segera tutup · 16.00 · Buka Kam pukul 08.00 · Segera tutup · 16.00 · Buka Kam pukul 08.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",PT Almi Furniture Outlet 2,Pabrikan mebel,"5,0",· Jl. Palagan Tentara Pelajar No.KM 12.6,0821-3672-9379,Gagal,-7.6919597,110.3882954,Aktif,Segera tutup,Segera tutup · 16.00 · Buka Kam pukul 08.00 · Segera tutup · 16.00 · Buka Kam pukul 08.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Sinar Surya Perdana,Toko Mebel Dapur,"4,9",· Jl. Penghela No.1i,0813-3572-4678,Gagal,-7.249337,112.7370068,Tutup,· Tutup pukul 16.30,Buka · Tutup pukul 16.30 · Buka · Tutup pukul 16.30,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96973803,"INDUSTRI MEBEL, JL MASJID NO 18-22",Klinik sofa surabaya / Jasa service sofa dan custom sofa,Bersponsor,"4,0",· Jalan Karang Ploso Bangkingan,0822-4512-5936,Gagal,-7.323438,112.657597,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDUSTRI MEBEL, JL MASJID NO 18-22",Tidak Ditemukan
96979337,"BOADCORE INDUSTRI, TMBAK LAMGON INDAH- PERMAI D-18",Core Industri Internasional PT,Produsen,Gagal," Jl. Pergudangan Margomulyo Permai III No.14B, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60186",Gagal,Gagal,-7.2525168,112.687017,Aktif,· Tutup pukul 17.00,Gagal,"BOADCORE INDUSTRI, TMBAK LAMGON INDAH- PERMAI D-18",Ditemukan
96983860,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Prima Sarutama Wijaya,Tidak ada ulasan,Gagal,Jl. Tambak Langon Indah No.4,Gagal,Gagal,-7.230369,112.664376,Aktif,Gagal,Jl. Tambak Langon Indah No.4 · Jl. Tambak Langon Indah No.4,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Ditemukan
96983860,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Prima Sarutama Wijaya. PT,Tidak ada ulasan,Gagal,"· Dukuh Kupang Tim. X-A No.33 A 002, RT.002/RW.08",(031) 7494641,Gagal,-7.2830659,112.721968,Aktif,Gagal,Gagal,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Tidak Ditemukan
97000194,"KAIROS LOGAM MAKMUR, PT, Jl. Margomulyo 44 Jj/14",PT. KAIROS LOGAM MAKMUR,Pemasok Aluminium,"4,3"," Jl. Pergudangan Suri Mulia No.14 Block 44 JJ No, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,Gagal,-7.2408236,112.6948295,Aktif,· 16.00 · Buka Kam pukul 08.00,Gagal,"KAIROS LOGAM MAKMUR, PT, Jl. Margomulyo 44 Jj/14",Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Indoreka Busana Makmur. PT,Toko Alat Sulam,"5,0",· Jl. Raya Tenggilis Mejoyo No.22-20,(031) 8413207,Gagal,-7.3222252,112.7614114,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Indoreka Busana Makmur. PT,Toko Alat Sulam,"5,0",· Jl. Raya Tenggilis Mejoyo No.22-20,(031) 8413207,Gagal,-7.3222252,112.7614114,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Indoreka Busana Makmur. PT,Toko Alat Sulam,"5,0",· Jl. Raya Tenggilis Mejoyo No.22-20,(031) 8413207,Gagal,-7.3222252,112.7614114,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Apotek Saba,Apotek,"2,6",· Jl. Raya Tenggilis R No.18,(031) 8419762,Gagal,-7.3199409,112.7534048,Tutup,· Tutup pukul 21.30,Buka · Tutup pukul 21.30 · Buka · Tutup pukul 21.30,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Apotek Saba,Apotek,"2,6",· Jl. Raya Tenggilis R No.18,(031) 8419762,Gagal,-7.3199409,112.7534048,Tutup,· Tutup pukul 21.30,Buka · Tutup pukul 21.30 · Buka · Tutup pukul 21.30,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Apotek Saba,Apotek,"2,6",· Jl. Raya Tenggilis R No.18,(031) 8419762,Gagal,-7.3199409,112.7534048,Tutup,· Tutup pukul 21.30,Buka · Tutup pukul 21.30 · Buka · Tutup pukul 21.30,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",INDOREKA DUTA MULTISUKSES,Penyedia peralatan listrik,"5,0","· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19",(031) 99780007,Gagal,-7.3754848,112.6391724,Aktif,Segera tutup,"· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19 · alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19","INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",INDOREKA DUTA MULTISUKSES,Penyedia peralatan listrik,"5,0","· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19",(031) 99780007,Gagal,-7.3754848,112.6391724,Aktif,Segera tutup,"· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19 · alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19","INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",INDOREKA DUTA MULTISUKSES,Penyedia peralatan listrik,"5,0","· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19",(031) 99780007,Gagal,-7.3754848,112.6391724,Aktif,Segera tutup,"· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19 · alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19","INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",PT Arjuna Utama Kimia (ARUKI),Pabrik Kimia,"4,7",· Jl. Rungkut Industri I No.18-22,(031) 8431646,Gagal,-7.3272808,112.7577259,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",PT Arjuna Utama Kimia (ARUKI),Pabrik Kimia,"4,7",· Jl. Rungkut Industri I No.18-22,(031) 8431646,Gagal,-7.3272808,112.7577259,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",PT Arjuna Utama Kimia (ARUKI),Pabrik Kimia,"4,7",· Jl. Rungkut Industri I No.18-22,(031) 8431646,Gagal,-7.3272808,112.7577259,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060866,"ADI SAPUTRA UCP, Jl. Kedung Cowek 177, Surabaya",Adi Saputra Ucp,Pabrik Baja,"3,7"," Jl. Kedung Cowek No.177, Tanah Kali Kedinding, Kec. Bulak, Surabaya, Jawa Timur 60124",Gagal,Gagal,-7.2337557,112.7690133,Aktif,· Tutup pukul 17.00,Gagal,"ADI SAPUTRA UCP, Jl. Kedung Cowek 177, Surabaya",Ditemukan
KI35780024,"ENVIRONEER, JL RUNGKUT INDUSTRI III NO.37",PT. Environeer,Bengkel Mesin,"4,7"," Jl. Rungkut Industri III No.37, Rungkut Menanggal, Kec. Gn. Anyar, Surabaya, Jawa Timur 60293",Gagal,http://www.environeer.co.id/,-7.3356874,112.757456,Aktif,· Tutup pukul 17.00,Gagal,"ENVIRONEER, JL RUNGKUT INDUSTRI III NO.37",Ditemukan
KI35780097,"ABADI PELAMPUNG, PT",Abadi Pelampung Mutiara. CV,Toko Alat Listrik,Gagal," Kawasan SIER, JL Rungkut Industri 3, 48, Kali Rungkut, Surabaya, 60293, Kutisari, Tenggilis Mejoyo, Surabaya, East Java 60291",Gagal,Gagal,-7.3313035,112.7488496,Aktif,Gagal,Gagal,"ABADI PELAMPUNG, PT",Ditemukan
