idsbr,Query,Actual Place Name,Category,Rating,Address,Phone Number,Website,Latitude,Longitude,Status,Open Status,Operation Hours,Place,Validasi
96976896,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Ekspedisi Surya Indah,Layanan Transportasi,"3,7",Gagal,Gagal,Gagal,-7.2323832,112.6737494,Aktif,Gagal,Gagal,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Tidak Ditemukan
96976896,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",PT Surya Indah Cakrawala,Perusahaan Ekspedisi,"4,5",· Jalan Semut Baru Ruko Pengampon Square A12 - A15,(031) 3556867,Gagal,-7.2442808,112.7433495,Aktif,Segera buka · 08.00,· Jalan Semut Baru Ruko Pengampon Square A12 - A15 · Jalan Semut Baru Ruko Pengampon Square A12 - A15,"SURYA INDAH (GARMEN), CV, JL. KENJERAN 476",Tidak Ditemukan
96977968,"INFO GLOBAL, PT, JL. DINOYO 109",Infoglobal Defense,Kantor Perusahaan,"4,9"," Jl. Dinoyo No.109, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265",Gagal,https://www.infoglobal.co.id/,-7.2847828,112.7437935,Aktif,· 08.00,Gagal,"INFO GLOBAL, PT, JL. DINOYO 109",Ditemukan
96979337,"BOADCORE INDUSTRI, TMBAK LAMGON INDAH- PERMAI D-18",Blk. D Blok D No.18,Tidak ada ulasan,Gagal,Kec. Sidoarjo,Gagal,Gagal,-7.4491831,112.7299119,Aktif,Gagal,Gagal,"BOADCORE INDUSTRI, TMBAK LAMGON INDAH- PERMAI D-18",Ditemukan
96983860,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Prima Sarutama Wijaya,Tidak ada ulasan,Gagal,Jl. Tambak Langon Indah No.4,Gagal,Gagal,-7.230369,112.664376,Aktif,Gagal,Jl. Tambak Langon Indah No.4 · Jl. Tambak Langon Indah No.4,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Ditemukan
96983860,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Prima Sarutama Wijaya. PT,Tidak ada ulasan,Gagal,"· Dukuh Kupang Tim. X-A No.33 A 002, RT.002/RW.08",(031) 7494641,Gagal,-7.2830659,112.721968,Aktif,Gagal,Gagal,"PRIMA SARUTAMA WIJAYA, PT, Jl. Tambak Langon Indah No. 4 ,",Tidak Ditemukan
96987595,"GUNUNG KELUD , UD, Jl. Kedung Doro No. 28 ,",PT.GUNUNG KELUD WISESA,Biro Perjalanan dan Wisata,"4,6"," Jl. Kedung Doro No.28, Sawahan, Kec. Sawahan, Surabaya, Jawa Timur 60251",Gagal,http://www.gunungkelud.com/,-7.2605515,112.7295495,Aktif,· 08.00,Gagal,"GUNUNG KELUD , UD, Jl. Kedung Doro No. 28 ,",Ditemukan
97000194,"KAIROS LOGAM MAKMUR, PT, Jl. Margomulyo 44 Jj/14",PT. KAIROS LOGAM MAKMUR,Pemasok Aluminium,"4,3"," Jl. Pergudangan Suri Mulia No.14 Block 44 JJ No, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,Gagal,-7.2408183,112.6948295,Aktif,· Buka pukul 08.00,Gagal,"KAIROS LOGAM MAKMUR, PT, Jl. Margomulyo 44 Jj/14",Ditemukan
97733633,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",MEBEL SINAR JAYA,Pabrikan mebel,"1,0",· Jl. Raya Pandugo No.202,0857-3165-2777,Gagal,-7.3192904,112.7966893,Tutup,· Tutup pukul 20.00,Buka · Tutup pukul 20.00 · Buka · Tutup pukul 20.00,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Ditemukan
97733633,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Rumah Makan Laksana Jaya II,Jawa Timur,"4,4",· Jl. Krembangan Timur No.32A,(031) 3551016,Gagal,-7.235952,112.7348277,Tutup,· Tutup pukul 20.00,Buka · Tutup pukul 20.00 · Buka · Tutup pukul 20.00,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Tidak Ditemukan
97733633,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",UD Selatan Jaya,Grosir Perlengkapan Rumah Tangga,"4,5",· Jl. Songoyudan No.31-33B,0813-3135-1580,Gagal,-7.2383129,112.7405794,Aktif,Tutup,Tutup · Buka Sab pukul 09.00 · Tutup · Buka Sab pukul 09.00,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Tidak Ditemukan
97733633,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Sinar jaya barokah,Toko Elektronik,"5,0",Gagal,0838-3049-0922,Gagal,-7.2240681,112.7389323,Aktif,Tutup,"· QPGQ+9HF, Benteng Dalam II · QPGQ+9HF, Benteng Dalam II","MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Tidak Ditemukan
97733633,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",IKEA - Ciputra World,Bersponsor,"4,6",· No.89 Jalan Mayjen Sungkono,(021) 29853900,Gagal,-7.292546,112.718759,Aktif,Tutup,Tutup · Buka pukul 10.00 · Tutup · Buka pukul 10.00,"MEBEL SINAR LAKSANA JAYA, Jl. Masjid No.18 Prapen / Jl. Masjid 11",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Indoreka Busana Makmur. PT,Toko Alat Sulam,"5,0",· Jl. Raya Tenggilis Mejoyo No.22-20,(031) 8413207,Gagal,-7.3222252,112.7614114,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Apotek Saba,Apotek,"2,6",· Jl. Raya Tenggilis R No.18,(031) 8419762,Gagal,-7.3199409,112.7534048,Tutup,· Tutup pukul 21.30,Buka · Tutup pukul 21.30 · Buka · Tutup pukul 21.30,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Pt. Indoreka Duta Multi Sukses,Tidak ada ulasan,Gagal,Jl. Bypass Krian No.136,Gagal,Gagal,-7.4009965,112.5730106,Aktif,Gagal,Gagal,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",INDOREKA DUTA MULTISUKSES,Penyedia peralatan listrik,"5,0","· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19",(031) 99780007,Gagal,-7.3754848,112.6391724,Aktif,Tutup,"· alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19 · alamat baru : Ruko Citra Harmoni City Center Blok TC.27, Jl. Raya Trosobo No.Km 19","INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060773,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",PT Arjuna Utama Kimia (ARUKI),Pabrik Kimia,"4,7",· Jl. Rungkut Industri I No.18-22,(031) 8431646,Gagal,-7.3272808,112.7577259,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"INDOREKA, PT, Jl. Raya Tenggilis R.27,",Tidak Ditemukan
98060779,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Moro Dadi. UD,Toko,"4,5","· JL. Simokerto, No. 80, 60143",(031) 3714344,Gagal,-7.2384174,112.7536247,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Ditemukan
98060779,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,","Morodadi Gas, CV",Kantor Perusahaan,"4,2","· Jl. Kenjeran No.470, RT.001/RW.14",0851-0091-4328,Gagal,-7.2492345,112.781592,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Tidak Ditemukan
98060779,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",UD. Moro Dadi,Tidak ada ulasan,Gagal,· Jl. Rungkut Harapan Blk. C Blok K No.3,(031) 8412939,Gagal,-7.3245482,112.7776788,Aktif,Gagal,Gagal,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Tidak Ditemukan
98060779,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",CV. Moro Dadi,Kantor Perusahaan,"5,0","· Pergudangan JJ Permata Jabon, Blk. A, RW.10",0831-1112-1250,Gagal,-7.3627231,112.7889813,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Tidak Ditemukan
98060779,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Dadi Laris. UD,Produsen makanan,"4,4","· Jl. Rangkah I No.103, RT.003/RW.07",0822-5002-0062,Gagal,-7.2437819,112.7615202,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"MORO DADI, UD, Jl. Karang Asem Xiv/80 ,",Tidak Ditemukan
98060866,"ADI SAPUTRA UCP, Jl. Kedung Cowek 177, Surabaya",Adi Saputra Ucp,Pabrik Baja,"3,7"," Jl. Kedung Cowek No.177, Tanah Kali Kedinding, Kec. Bulak, Surabaya, Jawa Timur 60124",Gagal,Gagal,-7.2337504,112.7690133,Aktif,· Buka pukul 08.00,Gagal,"ADI SAPUTRA UCP, Jl. Kedung Cowek 177, Surabaya",Ditemukan
98060892,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",ANUGERAH FURNITURE SURABAYA,Toko Mebel,"4,7",· Jl. Kenjeran No.610,0821-4331-7250,Gagal,-7.2525708,112.7931423,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Ditemukan
98060892,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Murah Mebel Surabaya,Toko Mebel,"4,6",· Jl. Raya Rungkut Menanggal No.23B,Gagal,Gagal,-7.3382071,112.7684811,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Tidak Ditemukan
98060892,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",KENJERAN MEUBEL,Toko Mebel Kamar Tidur,"4,4",· Blk. N - O Jl. Kapas Krampung No.94,(031) 5054279,Gagal,-7.2490946,112.7593103,Aktif,Tutup,· Blk. N - O Jl. Kapas Krampung No.94 · Blk. N - O Jl. Kapas Krampung No.94,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Tidak Ditemukan
98060892,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",IKEA - Ciputra World,Bersponsor,"4,6",· No.89 Jalan Mayjen Sungkono,(021) 29853900,Gagal,-7.292546,112.718759,Aktif,Tutup,Tutup · Buka pukul 10.00 · Tutup · Buka pukul 10.00,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Tidak Ditemukan
98060892,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Klinik sofa surabaya / Jasa service sofa dan custom sofa,Bersponsor,"4,0",· Jalan Karang Ploso Bangkingan,0822-4512-5936,Gagal,-7.323438,112.657597,Aktif,Tutup,Tutup · Buka pukul 08.00 · Tutup · Buka pukul 08.00,"MEUBEL FURNITUR NASRUDIN, Jl. Nambangan 128, Surabaya,",Tidak Ditemukan
KI35780024,"ENVIRONEER, JL RUNGKUT INDUSTRI III NO.37",PT. Environeer,Bengkel Mesin,"4,7"," Jl. Rungkut Industri III No.37, Rungkut Menanggal, Kec. Gn. Anyar, Surabaya, Jawa Timur 60293",Gagal,http://www.environeer.co.id/,-7.3356821,112.757456,Aktif,· Buka pukul 08.00,Gagal,"ENVIRONEER, JL RUNGKUT INDUSTRI III NO.37",Ditemukan
KI35780075,"RUNGKUT CAHAYA INDUSTRI, PT, JL. RUNGKUT INDUSTRI IV NO. 6",PT Rungkut Cahaya Industri,Perusahaan Pengemasan,"5,0"," Jl. Rungkut Industri IV No.6, Kutisari, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60292",Gagal,Gagal,-7.3332789,112.7502684,Aktif,Gagal,Gagal,"RUNGKUT CAHAYA INDUSTRI, PT, JL. RUNGKUT INDUSTRI IV NO. 6",Ditemukan
KI35780097,"ABADI PELAMPUNG, PT",Abadi Pelampung Mutiara. CV,Toko Alat Listrik,Gagal," Kawasan SIER, JL Rungkut Industri 3, 48, Kali Rungkut, Surabaya, 60293, Kutisari, Tenggilis Mejoyo, Surabaya, East Java 60291",Gagal,Gagal,-7.3312982,112.7488496,Aktif,Gagal,Gagal,"ABADI PELAMPUNG, PT",Ditemukan
16818089,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya","PT. Steel Pipe Industry Of Indonesia, Tbk",Kantor Perusahaan,"4,4",· Jalan Raya No.10,Gagal,Gagal,-7.4439982,112.6898407,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",Ditemukan
16818089,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",PT. Steel Pipe Industry Of Indonesia,Pabrik Baja,"4,6",· Jl. Raya Rungkut Industri II No.10,(031) 8439555,Gagal,-7.3251644,112.7593968,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",Tidak Ditemukan
16818089,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",SPINDO (Steel Pipe Industry Of Indonesia Tbk ) - Head office,Produsen,"4,4",· Jl. Kalibutuh No.189-191,(031) 5320320,Gagal,-7.2548297,112.7191936,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",Tidak Ditemukan
16818089,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",Pt. Spindo I,Pemasok Pipa,"4,2",· Jl. Rungkut Industri I No.28,(031) 8439503,Gagal,-7.3277084,112.7612294,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",Tidak Ditemukan
16818089,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",PT. Spindo,Perusahaan Konstruksi,"4,0",· Jl. Raya Mastrip No.860,(031) 7663719,Gagal,-7.3499935,112.6718847,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"Steel Pipe Industry Of Indonesia Tbk, PT, DS. Warugunung -Kec. Karangpilang, Surabaya",Tidak Ditemukan
2585790,"STAR NICE, PT, Jl. Manukan Wetan No.60/A-2",AX Aluminium Surabaya,Pemasok Aluminium,"4,9"," Jl. Raya Manukan Wetan No.60 B-20, Manukan Wetan, Tandes, Surabaya, East Java 60185",Gagal,https://mpg.co.id/,-7.2571776,112.6672636,Aktif,· 08.00,Gagal,"STAR NICE, PT, Jl. Manukan Wetan No.60/A-2",Ditemukan
2733755,"INDUSTRI LIFTINDO NUSANTARA, Jl. Raya Manukan 60 Blok E-3",INDUSTRI LIFTINDO NUSANTARA,Tidak ada ulasan,Gagal,"· No.60 Blok E3, Jl. Raya Manukan Kulon No.60 Blok E3",Gagal,Gagal,-7.2546717,112.6702495,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"INDUSTRI LIFTINDO NUSANTARA, Jl. Raya Manukan 60 Blok E-3",Ditemukan
2733755,"INDUSTRI LIFTINDO NUSANTARA, Jl. Raya Manukan 60 Blok E-3",Lift dan Escalator,Pabrikan lift,"5,0",· Jl. Raya Manukan Kulon No.60 Blok E-3,(031) 7418687,Gagal,-7.2546718,112.6702494,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"INDUSTRI LIFTINDO NUSANTARA, Jl. Raya Manukan 60 Blok E-3",Tidak Ditemukan
2841556,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",UD Megah Jaya,Toko Kosmetik,"4,6",· Jl. Pengampon No.57,(031) 3534838,Gagal,-7.2469017,112.7472557,Aktif,Tutup,· Jl. Pengampon No.57 · Jl. Pengampon No.57,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",Ditemukan
2841556,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",CV. ASIA SKINLAB Pabrik,Industri Kosmetik,"4,5",· Jl. Raya Cangkir No.388 blok A2,(031) 99052786,Gagal,-7.3619623,112.6390847,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",Tidak Ditemukan
2841556,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",CV. ASIA SKINLAB Kantor Pemasaran,Industri Kosmetik,"4,9",Gagal,(031) 7441054,Gagal,-7.2933745,112.6521758,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",Tidak Ditemukan
2841556,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",Akj Aesthetic Center,Klinik Perawatan Kulit,"4,7","· Mulyosari, Jl. Raya Mulyosari Blok PEE-11",0877-0304-1660,Gagal,-7.2605043,112.7953163,Aktif,Tutup,Tutup · Buka pukul 10.00 · Tutup · Buka pukul 10.00,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",Tidak Ditemukan
2841556,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B","Jaya Mandiri, CV. - Retail, Distributor, Import & Export, Surabaya, Jawa Timur",Toko Kosmetik,"5,0","· Jl. Kembang Jepun No.127-M, RT.002/RW.01",0857-0498-6119,Gagal,-7.2378554,112.7400711,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"ASIA KOSMETIK JAYA, JL MULYOSARI TENGAH NO. 97B",Tidak Ditemukan
2842116,"SEMESTA JAYA ABADI, Komp. Pergudangan Margomulyo Jaya Blok C-28 (Lama : Jl.Sentong Asri Blok C-28)",PT SEMESTA JAYA ABADI BLOK C28,Gudang,Gagal," Lama :, Komp. PERGUDANGAN MARGOMULYO JAYA, Jl. Sentong Asri Blok C-28, Bibis, Kec. Tandes, Surabaya, Jawa Timur 60186",Gagal,Gagal,-7.2521406,112.6734614,Aktif,Gagal,Gagal,"SEMESTA JAYA ABADI, Komp. Pergudangan Margomulyo Jaya Blok C-28 (Lama : Jl.Sentong Asri Blok C-28)",Ditemukan
2889677,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Ruko Klampis Megah,Pusat Bisnis,"4,3",· Jalan Klampis Megah Blok A No.31,Gagal,Gagal,-7.2844386,112.7772159,Aktif,Segera buka · 08.00,· Jalan Klampis Megah Blok A No.31 · Jalan Klampis Megah Blok A No.31,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Ditemukan
2889677,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",MerahPutih Barbershop Klampis,Tempat Cukur Rambut,"4,9",· Jl. Arief Rahman Hakim No.18,0851-7510-9332,Gagal,-7.2901592,112.7755846,Aktif,Tutup,Tutup · Buka pukul 10.00 · Tutup · Buka pukul 10.00,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Tidak Ditemukan
2889677,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Remaja Klampis,Toko Swalayan,"4,4",· Jl. Klampis Jaya,(031) 5996662,Gagal,-7.2853449,112.7760322,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Tidak Ditemukan
2889677,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Ultra Gaming Rental Playstation,Toko Penyewaan Video Game,"4,6",· Jl. Klampis Jaya No.8D,0822-4581-0932,Gagal,-7.288463,112.775642,Aktif,Tutup,· Jl. Klampis Jaya No.8D · Jl. Klampis Jaya No.8D,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Tidak Ditemukan
2889677,"GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Sparks Sports Academy - Surabaya Klampis,Sekolah Olahraga,"5,0","· No.3E-3G, Jl. Klampis Jaya No.RT.05, RW.02",0813-9000-6606,Gagal,-7.2887937,112.7752516,Aktif,Segera buka · 08.00,"· No.3E-3G, Jl. Klampis Jaya No.RT.05, RW.02 · No.3E-3G, Jl. Klampis Jaya No.RT.05, RW.02","GOLDEN EYE KREATIFINDO, KOMPLEK KLAMPIS MEGAH",Tidak Ditemukan
3144368,"SURYAMAS INDAH GEMILANG, JL MARGOMULYO INDAH BLOK C NO 29",Pt Surya Mas Indah Gemilang,Pabrik Plastik,"3,0"," PMVF+R9H, Manukan Wetan, Kec. Tandes, Surabaya, Jawa Timur 60185",Gagal,Gagal,-7.2554393,112.6709241,Aktif,Gagal,Gagal,"SURYAMAS INDAH GEMILANG, JL MARGOMULYO INDAH BLOK C NO 29",Ditemukan
3167618,"MAKMUR MARINA METALINDO, WISMA PERMAI TENGAH 1/AA-8 RT.000 RW.000, MULYOREJO",PT. Makmur Marina Metalindo,Tidak ada ulasan,Gagal,Gagal,0878-5351-7888,Gagal,-2.44565,117.8888,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"MAKMUR MARINA METALINDO, WISMA PERMAI TENGAH 1/AA-8 RT.000 RW.000, MULYOREJO",Ditemukan
3167618,"MAKMUR MARINA METALINDO, WISMA PERMAI TENGAH 1/AA-8 RT.000 RW.000, MULYOREJO",PT. Makmur Marina Metalindo,Tidak ada ulasan,Gagal,· Jl. Arief Rahman Hakim No.51,Gagal,Gagal,-7.2875692,112.7765822,Aktif,Gagal,Gagal,"MAKMUR MARINA METALINDO, WISMA PERMAI TENGAH 1/AA-8 RT.000 RW.000, MULYOREJO",Tidak Ditemukan
3283849,"BON AMI ABADI, JL BABATAN PANTAI UTARA",Bon Ami Bakery Kenjeran,Toko Roti,"4,8"," Jl. Babatan Pantai Ut. No.2 / 3C blok a, Kalijudan, Mulyorejo, Surabaya, East Java 60114",Gagal,http://www.bonami.co.id/link,-7.2531671,112.7867878,Aktif,· Tutup pukul 22.00,Gagal,"BON AMI ABADI, JL BABATAN PANTAI UTARA",Ditemukan
3303405,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Toko Maju Mapan,Pusat Perbelanjaan,"5,0","· JPC4+QJ6, Jalan Raya, RT.01/RW.01",0877-7599-5758,Gagal,-7.3780813,112.7065121,Aktif,Buka 24 jam,Buka 24 jam · Buka 24 jam,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Ditemukan
3303405,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Toko Maju Mapan,Toko Swalayan,"5,0","· Jl. Babatan Pilang Raya No.34, RT.002/RW.05",Gagal,Gagal,-7.31368,112.683549,Tutup,· Tutup pukul 12.00 · Buka kembali pukul 17.00,Buka · Tutup pukul 12.00 · Buka kembali pukul 17.00 · Buka · Tutup pukul 12.00 · Buka kembali pukul 17.00,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Tidak Ditemukan
3303405,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",TOKO MAJU MAPAN,Tidak ada ulasan,Gagal,Gagal,Gagal,Gagal,-7.424288,112.7199808,Aktif,Gagal,Gagal,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Tidak Ditemukan
3303405,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",PT. BINTANG MAJU MAPAN | DISTRIBUTOR ROTAN SINTETIS | TALIKOR PLASTIK | JALI-JALI PLASTIK,Pabrik Plastik,"1,5",· Jl. Raya Tandes Lor No.3,0813-3053-5558,Gagal,-7.2595386,112.6887003,Aktif,Tutup,Tutup · Buka pukul 10.00 · Tutup · Buka pukul 10.00,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Tidak Ditemukan
3303405,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Maju Mapan,Toko Bahan Bangunan,"4,5","· Ds. Karangandong, RT.03/RW.01",0852-3068-5858,Gagal,-7.3570781,112.5731827,Tutup,· Tutup pukul 04.00,Buka · Tutup pukul 04.00 · Buka · Tutup pukul 04.00,"BINTANG MAJU MAPAN, JL RAYA GEDANG ASIN",Tidak Ditemukan
3323956,"DWI IVAN PANJAYA, Pergudangan Manukan Kulon 60 Blok C No 8",PT. DWI IVAN PANJAYA,Pabrik sepatu,"5,0"," PMV9+JGR, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185",Gagal,Gagal,-7.2561129,112.6660445,Aktif,· 08.00,Gagal,"DWI IVAN PANJAYA, Pergudangan Manukan Kulon 60 Blok C No 8",Ditemukan
3700441,"Syaffa Inti Medika, PT, Griya Babatan mukti blok P no 6",Kantor Syaffa,Tidak ada ulasan,Gagal,"· Perumahan, Jl. Griya Babatan Mukti Blok P no 6",(031) 7523926,Gagal,-7.3142537,112.6740864,Tutup Sementara,Tutup sementara,Gagal,"Syaffa Inti Medika, PT, Griya Babatan mukti blok P no 6",Ditemukan
3700441,"Syaffa Inti Medika, PT, Griya Babatan mukti blok P no 6",PT Syaffa Inti Medika,Tidak ada ulasan,Gagal,"· MJGM+XG5, Jl. Randegansari",Gagal,Gagal,-7.3226114,112.6338443,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"Syaffa Inti Medika, PT, Griya Babatan mukti blok P no 6",Tidak Ditemukan
3785725,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",PT.Trikarya Bangun Sarana,Kontraktor,"5,0",· Jl. Wonorejo Selatan No.05,(031) 87853506,Gagal,-7.311641,112.791872,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",Ditemukan
3785725,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",PT. Nusantara Megah Raya,Pengembang Realestat,"4,6","· Jl. Raya Manyar No.24 004, RT.004/RW.02",(031) 5040618,Gagal,-7.2907062,112.7624873,Aktif,Gagal,Gagal,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",Tidak Ditemukan
